device_id,brand,os,usage_type,battery_capacity_wh,cpu_tdp_w,ram_gb,screen_size_inch,refresh_rate_hz,brightness_percent,cpu_usage_percent,gpu_usage_percent,wifi_on,bluetooth_on,temperature_c,battery_age_months,battery_health_percent,battery_life_hours
LAP00236,Lenovo,macOS,Coding,65.4,29.8,8,14.7,90,48,27,36,1,1,40.2,13,96.6,3.65
LAP00237,Dell,macOS,Browsing,30.0,31.6,16,14.3,165,89,81,83,1,1,48.8,23,93.3,1.07
LAP00238,ASUS,Windows,Gaming,30.0,30.6,16,16.2,60,85,65,65,0,1,42.1,23,92.9,1.04
LAP00239,MSI,Linux,Browsing,60.5,21.8,4,14.8,165,72,5,12,1,1,31.9,58,83.5,3.66
LAP00240,Lenovo,Linux,Video,53.1,8.0,8,15.0,75,89,35,39,0,0,39.6,17,98.6,4.3
LAP00241,Apple,Linux,Coding,60.6,26.9,4,16.1,60,24,23,41,1,1,38.4,24,95.5,3.84
LAP00242,HP,Windows,Office,83.1,24.8,64,13.5,120,39,91,83,0,1,48.8,24,95.4,3.9
LAP00243,ASUS,Windows,Browsing,36.4,26.5,16,14.3,75,31,58,69,1,1,45.5,40,88.1,1.9
LAP00244,HP,Windows,Coding,55.6,31.8,8,14.6,60,27,38,74,1,1,40.0,24,94.8,2.72
LAP00245,Apple,Linux,Office,77.2,20.0,8,17.3,120,77,8,24,1,1,28.5,27,94.3,5.93
LAP00246,HP,Windows,Gaming,38.6,17.6,8,13.2,75,68,52,41,1,1,36.6,29,92.5,1.69
LAP00247,Dell,Windows,Coding,46.2,35.8,16,15.1,120,83,52,9,1,0,35.6,54,83.5,1.62
LAP00248,ASUS,Windows,Gaming,30.0,21.1,64,13.8,120,69,53,94,1,0,38.1,24,93.9,1.26
LAP00249,ASUS,Windows,Browsing,88.6,19.1,16,17.3,75,58,64,42,1,0,37.7,23,93.4,7.25
LAP00250,Apple,Windows,Video,30.0,18.0,8,15.4,60,59,48,67,1,1,38.2,57,84.5,1.41
LAP00251,MSI,Windows,Coding,67.0,32.1,16,13.7,60,50,38,88,1,0,37.7,39,82.7,3.03
LAP00252,Dell,Windows,Video,35.2,22.5,64,12.7,75,22,98,27,0,1,39.0,38,89.3,1.59
LAP00253,Lenovo,macOS,Browsing,39.2,51.6,16,15.9,60,91,60,23,1,1,44.2,12,97.7,1.95
LAP00254,HP,Windows,Coding,71.0,25.7,32,15.3,60,49,78,98,1,1,50.0,1,100.0,3.17
LAP00255,Acer,Linux,Office,43.9,10.5,4,15.9,60,48,10,40,1,1,33.6,33,91.0,4.11
LAP00256,HP,Windows,Video,64.8,19.8,16,13.6,60,89,80,60,1,0,44.9,15,91.8,3.2
LAP00257,HP,Windows,Office,75.7,32.9,16,17.3,90,75,80,4,1,1,38.7,47,90.4,3.22
LAP00258,Lenovo,Linux,Gaming,58.0,17.8,16,15.1,75,85,86,96,1,1,46.7,23,95.5,2.14
LAP00259,HP,Linux,Browsing,68.3,24.8,16,15.6,144,82,40,10,1,1,38.3,49,80.8,3.53
LAP00260,Dell,Windows,Video,56.2,36.7,4,15.9,60,49,39,7,1,1,35.9,1,100.0,2.6
LAP00261,Dell,macOS,Gaming,56.9,38.5,8,15.1,60,72,29,20,1,1,32.0,28,90.2,2.22
LAP00262,ASUS,macOS,Video,45.5,18.7,32,16.8,120,65,53,95,1,1,47.4,38,90.0,1.85
LAP00263,Apple,macOS,Coding,83.9,21.9,8,14.3,240,28,59,63,0,1,43.4,38,92.3,3.38
LAP00264,MSI,Windows,Office,66.1,26.2,64,16.4,165,26,45,4,1,1,38.4,16,94.1,3.24
LAP00265,Acer,Windows,Gaming,62.8,41.1,16,16.9,75,82,61,33,1,1,40.5,58,89.4,1.8
LAP00266,HP,Windows,Browsing,66.6,11.8,16,16.5,120,66,26,8,1,1,34.0,22,91.7,5.74
LAP00267,HP,Windows,Coding,44.8,29.3,32,17.0,90,63,98,37,1,1,44.3,11,98.8,1.77
LAP00268,Lenovo,Windows,Coding,69.0,25.7,16,14.0,60,68,48,42,1,1,40.7,12,99.7,4.19
LAP00269,Apple,Linux,Video,78.3,14.2,8,15.7,90,98,33,95,1,1,38.0,4,95.6,4.28
LAP00270,Dell,Windows,Browsing,34.3,39.8,4,15.6,60,98,75,9,1,0,41.3,14,96.6,1.68
LAP00271,Acer,Windows,Coding,63.1,36.9,32,15.1,60,81,52,11,1,0,32.4,52,83.3,2.52
LAP00272,ASUS,Windows,Video,55.9,43.5,16,15.9,120,78,7,98,1,0,36.8,59,79.3,2.08
LAP00273,Dell,Linux,Browsing,47.2,39.2,16,16.7,144,97,89,17,1,1,46.4,1,100.0,1.86
LAP00274,Apple,Windows,Gaming,38.6,25.1,16,14.0,60,94,49,86,1,0,39.5,5,100.0,1.88
LAP00275,MSI,Linux,Browsing,70.8,32.4,8,13.3,120,94,24,11,1,0,32.1,35,88.8,4.97
LAP00276,ASUS,Windows,Office,58.1,29.0,32,14.7,60,32,77,30,1,0,40.1,22,94.5,3.15
LAP00277,MSI,Linux,Browsing,51.9,14.1,4,11.6,60,49,40,10,1,1,33.2,12,95.4,5.22
LAP00278,Lenovo,macOS,Browsing,63.1,9.3,8,14.9,120,62,64,97,0,1,44.7,1,95.4,4.53
LAP00279,Lenovo,Windows,Gaming,53.1,29.4,4,17.0,165,70,82,26,1,1,42.4,55,89.4,1.44
LAP00280,HP,macOS,Office,44.4,26.2,8,13.0,60,27,22,20,1,1,38.5,4,100.0,3.86
LAP00281,MSI,Windows,Office,56.9,21.0,16,14.4,144,56,70,73,0,1,47.3,39,88.4,2.82
LAP00282,Apple,Windows,Browsing,54.6,23.9,4,13.4,60,83,35,12,1,1,36.9,15,95.6,4.06
LAP00283,Acer,Windows,Coding,30.0,46.2,8,15.6,144,58,90,44,1,1,43.9,38,90.5,1.0
LAP00284,ASUS,Windows,Coding,45.6,8.0,8,15.9,144,27,13,46,1,0,33.1,34,87.4,2.97
LAP00285,Dell,Linux,Office,36.0,32.7,16,15.0,144,81,24,24,1,1,36.5,56,91.4,1.74
LAP00286,Apple,Windows,Office,30.2,35.1,16,14.0,240,58,24,76,1,0,40.2,40,92.8,1.25
LAP00287,Apple,Windows,Gaming,62.0,36.6,16,15.3,60,33,51,63,1,0,42.6,44,86.0,2.05
LAP00288,Lenovo,Windows,Office,45.0,8.5,16,16.7,60,71,5,69,1,1,35.0,33,91.9,4.05
LAP00289,MSI,Windows,Office,70.6,21.5,16,16.2,120,76,98,98,1,0,50.0,18,92.9,2.98
LAP00290,HP,Windows,Office,30.0,20.9,8,14.4,90,40,87,27,1,1,43.3,42,84.2,1.47
LAP00291,HP,Linux,Video,50.5,28.5,32,14.5,144,42,18,19,1,1,31.9,25,96.8,2.55
LAP00292,ASUS,Windows,Office,45.8,11.4,4,14.5,60,23,5,83,1,1,40.6,41,89.5,4.17
LAP00293,Lenovo,Windows,Coding,31.3,29.5,8,15.7,120,93,73,40,1,1,37.2,42,91.4,1.29
LAP00294,Apple,Windows,Office,55.1,14.4,16,13.1,144,62,14,3,1,1,29.9,16,93.8,3.58
LAP00295,Acer,Windows,Gaming,32.6,21.4,16,15.8,60,30,77,83,1,0,43.2,48,88.9,1.21
LAP00296,Lenovo,Windows,Office,58.3,41.1,16,14.2,90,38,53,68,0,0,40.7,34,86.7,2.54
LAP00297,ASUS,Linux,Video,65.8,35.1,4,14.6,60,84,18,85,1,1,37.3,11,98.5,3.52
LAP00298,ASUS,Windows,Office,59.0,26.5,16,14.0,144,21,64,23,1,1,37.8,34,92.3,2.82
LAP00299,Lenovo,Windows,Browsing,60.9,8.3,16,16.0,60,68,86,16,1,1,44.0,36,87.6,4.81
LAP00300,ASUS,Windows,Video,70.5,29.0,8,14.2,60,88,46,4,1,1,36.5,5,98.6,3.81
LAP00301,Lenovo,Windows,Office,54.6,29.8,8,13.7,60,53,63,56,1,1,39.5,51,83.6,2.83
LAP00302,Dell,Windows,Gaming,42.6,8.0,16,14.2,60,23,29,25,0,1,37.1,9,100.0,3.39
LAP00303,Lenovo,Windows,Gaming,45.9,29.2,8,13.5,90,58,40,99,1,1,44.0,42,88.4,1.7
LAP00304,MSI,Windows,Gaming,46.2,12.1,4,16.2,144,68,99,71,1,1,41.9,22,90.6,1.56
LAP00305,Lenovo,Linux,Browsing,39.3,8.0,8,13.5,75,22,39,72,1,1,39.0,18,95.0,3.97
LAP00306,ASUS,Windows,Video,66.8,11.5,4,14.9,60,45,95,16,1,0,44.5,51,89.5,3.83
LAP00307,MSI,Windows,Office,62.9,8.0,8,14.1,60,60,90,55,1,1,46.3,42,83.9,4.45
LAP00308,ASUS,Windows,Gaming,30.0,20.1,8,17.2,60,84,15,7,0,1,34.2,52,88.5,1.92
LAP00309,HP,Windows,Coding,42.6,12.9,8,15.6,75,35,14,63,1,1,34.3,7,100.0,3.6
LAP00310,HP,Linux,Video,38.6,38.7,32,14.1,60,77,12,68,1,0,38.1,8,100.0,2.45
LAP00311,MSI,Windows,Office,59.8,20.7,8,15.2,120,54,96,9,1,1,36.9,2,96.9,3.29
LAP00312,Dell,Windows,Coding,71.1,16.4,16,13.7,60,35,27,49,1,1,36.6,32,83.9,4.99
LAP00313,HP,Windows,Browsing,61.7,8.0,32,15.9,120,52,10,54,1,1,40.7,1,100.0,6.3
LAP00314,Lenovo,Linux,Video,44.5,19.9,32,15.2,90,50,82,13,1,1,43.5,33,85.8,1.96
LAP00315,ASUS,Windows,Office,50.2,41.2,8,15.6,60,41,92,90,1,0,48.8,34,85.0,1.71
LAP00316,HP,Windows,Coding,34.1,43.6,8,13.7,165,80,68,26,1,1,38.6,17,95.0,1.08
LAP00317,HP,Windows,Video,35.3,20.6,16,13.1,60,83,77,4,1,1,43.3,26,93.2,1.81
LAP00318,Dell,Windows,Coding,67.7,24.2,32,12.7,75,89,50,78,1,1,42.2,48,87.5,3.15
LAP00319,MSI,Windows,Browsing,76.7,33.4,4,12.8,165,54,42,27,1,0,36.0,43,87.6,4.2
LAP00320,MSI,Linux,Coding,44.3,12.7,8,15.0,60,58,29,4,1,1,37.8,26,87.9,3.29
LAP00321,Apple,macOS,Office,55.7,29.4,32,17.3,60,22,98,85,1,0,48.8,37,89.2,2.4
LAP00322,Dell,Windows,Office,65.8,53.4,8,14.4,75,32,90,11,1,1,42.7,38,90.0,1.97
LAP00323,Lenovo,Windows,Browsing,30.0,34.2,16,14.2,60,33,6,7,1,0,28.0,59,83.5,2.77
LAP00324,MSI,Linux,Browsing,39.3,33.8,16,14.9,90,60,93,58,1,0,44.3,16,94.3,1.84
LAP00325,ASUS,Windows,Office,84.9,41.1,8,13.9,144,27,28,64,1,1,40.7,8,98.9,4.77
LAP00326,Dell,macOS,Video,40.6,35.8,16,13.2,75,38,71,98,1,1,46.2,31,92.0,1.46
LAP00327,HP,Windows,Browsing,49.6,22.0,16,14.1,120,33,94,59,1,1,45.7,22,95.5,2.44
LAP00328,ASUS,Windows,Office,46.0,10.8,16,14.7,120,94,98,79,1,1,44.8,43,90.5,2.5
LAP00329,ASUS,Windows,Gaming,30.0,23.4,16,17.3,144,69,97,54,1,1,48.6,13,94.9,1.0
LAP00330,HP,Windows,Browsing,56.2,13.4,16,14.3,120,80,75,93,1,1,45.3,10,99.6,3.66
LAP00331,Dell,Windows,Coding,54.6,21.6,4,15.3,240,55,65,42,1,0,41.9,3,99.3,2.38
LAP00332,HP,macOS,Video,57.7,14.5,16,13.1,75,86,13,40,1,1,38.9,50,86.8,3.91
LAP00333,Apple,macOS,Gaming,53.7,20.3,16,16.0,60,96,49,9,1,1,41.8,37,87.4,2.28
LAP00334,ASUS,Windows,Video,48.1,8.0,16,14.0,60,99,98,97,1,1,47.1,50,86.8,2.41
LAP00335,Acer,Windows,Video,47.2,16.7,8,13.4,144,64,20,74,1,1,37.4,47,85.4,2.26
LAP00336,Acer,Windows,Video,47.5,29.9,16,13.6,60,93,18,83,1,1,40.6,15,99.8,2.5
LAP00337,Lenovo,Linux,Office,40.2,32.9,16,14.1,144,91,30,6,1,1,32.1,35,87.2,1.9
LAP00338,MSI,Windows,Video,42.5,30.3,16,13.4,90,26,50,20,1,1,40.6,24,91.9,1.98
LAP00339,HP,Windows,Browsing,40.4,20.5,32,15.4,165,41,62,74,1,1,45.3,4,95.7,2.37
LAP00340,HP,Windows,Gaming,63.6,26.5,8,13.5,144,28,78,100,1,1,49.2,9,96.8,2.03
LAP00341,Lenovo,Windows,Office,59.6,48.3,8,15.9,120,79,34,86,1,1,40.3,4,98.3,2.2
LAP00342,Lenovo,macOS,Coding,55.4,16.4,16,14.3,144,61,90,43,1,1,44.5,40,90.0,2.52
LAP00343,Lenovo,Windows,Office,84.1,44.3,32,13.7,165,78,60,94,1,1,46.3,17,94.6,2.95
LAP00344,ASUS,Windows,Video,41.1,8.0,4,14.0,60,59,98,81,1,1,48.8,54,87.7,2.44
LAP00345,Apple,Windows,Browsing,71.8,8.0,8,13.6,165,48,36,87,1,1,36.8,22,95.9,5.87
LAP00346,HP,Windows,Gaming,51.1,23.2,32,15.0,60,74,82,85,1,1,50.7,37,91.3,1.55
LAP00347,ASUS,Windows,Video,57.4,24.6,32,14.2,144,83,27,36,1,1,36.6,13,97.2,2.69
LAP00348,Lenovo,Windows,Browsing,65.1,11.4,32,16.6,60,61,21,43,1,1,36.0,51,92.2,6.67
LAP00349,HP,Windows,Video,47.8,21.1,8,11.8,75,48,97,64,1,1,50.4,22,96.7,1.93
LAP00350,ASUS,Windows,Video,39.1,29.8,32,16.6,144,40,28,5,1,1,33.5,60,87.1,1.77
LAP00351,Apple,Windows,Coding,41.6,13.3,16,14.1,120,82,51,37,1,1,36.1,47,83.0,2.23
LAP00352,ASUS,Windows,Office,30.0,37.2,16,17.2,75,82,15,92,1,1,38.2,34,93.2,1.78
LAP00353,Apple,Linux,Office,64.1,38.5,8,15.2,60,57,45,42,0,0,42.4,56,86.7,3.16
LAP00354,Lenovo,Windows,Browsing,63.7,39.9,16,16.7,165,98,19,56,1,1,33.9,32,91.4,3.29
LAP00355,Apple,Windows,Office,78.8,14.1,8,14.9,60,85,90,74,1,1,41.0,37,89.2,4.97
LAP00356,HP,Windows,Gaming,61.2,15.7,8,14.8,60,31,95,79,1,1,46.0,0,99.0,2.77
LAP00357,Lenovo,Windows,Browsing,64.8,22.9,16,13.7,90,52,56,69,1,0,43.6,5,100.0,4.61
LAP00358,HP,Windows,Video,53.8,21.7,8,14.9,60,98,38,64,1,1,43.2,20,94.8,2.97
LAP00359,Acer,macOS,Office,62.0,21.1,8,13.6,90,20,64,54,1,0,42.6,26,89.0,3.42
LAP00360,Dell,Windows,Coding,71.3,34.1,8,15.3,60,87,61,34,1,1,38.9,4,99.1,3.29
LAP00361,Apple,Windows,Video,57.7,32.3,16,15.2,60,47,37,23,1,0,32.0,26,92.5,2.93
LAP00362,Dell,Linux,Gaming,47.2,14.5,8,14.8,240,81,25,37,0,0,34.4,57,81.8,1.61
LAP00363,Dell,Windows,Office,51.7,11.3,16,16.7,165,97,28,2,1,1,28.0,43,86.0,3.13
LAP00364,Apple,macOS,Office,66.3,10.1,16,15.7,144,78,24,50,1,0,40.1,5,100.0,4.5
LAP00365,Lenovo,Windows,Office,47.6,14.5,16,13.7,144,68,72,60,1,1,40.2,39,88.1,2.49
LAP00366,Acer,Linux,Browsing,68.3,35.2,16,15.8,60,64,64,39,1,0,38.5,24,93.2,4.02
LAP00367,HP,Linux,Office,83.6,26.7,16,16.3,75,95,50,53,1,1,36.4,50,81.8,3.8
LAP00368,ASUS,macOS,Office,68.5,36.1,4,11.6,120,25,37,65,1,0,39.2,4,100.0,3.69
LAP00369,HP,macOS,Office,66.2,8.0,8,13.5,60,39,35,59,1,1,39.8,14,98.4,6.71
LAP00370,ASUS,Linux,Video,60.2,28.3,16,14.3,60,35,38,14,1,1,39.0,45,88.4,3.32
LAP00371,HP,Linux,Office,43.3,28.1,64,13.9,60,31,26,85,1,1,39.7,47,84.9,2.61
LAP00372,Apple,Windows,Office,42.0,39.4,4,15.9,60,71,34,45,1,0,35.5,37,86.8,2.32
LAP00373,Acer,Windows,Office,41.8,20.1,16,13.8,60,39,9,54,1,1,38.3,60,84.0,3.44
LAP00374,ASUS,Windows,Video,63.3,19.2,32,13.6,60,77,45,3,1,1,36.7,16,94.0,4.16
LAP00375,MSI,macOS,Gaming,49.2,43.1,32,15.3,165,64,49,23,1,1,37.6,16,97.1,1.42
LAP00376,Lenovo,Linux,Coding,54.6,22.9,4,14.7,60,21,91,82,1,1,46.2,47,86.9,2.69
LAP00377,HP,macOS,Video,61.3,27.1,16,16.6,90,53,65,93,1,1,42.5,32,89.8,2.25
LAP00378,HP,Linux,Office,42.4,30.7,4,15.5,75,45,17,85,1,1,40.7,17,90.5,2.29
LAP00379,ASUS,Windows,Coding,47.5,8.0,16,17.3,144,52,13,39,1,1,34.5,35,87.7,3.05
LAP00380,Lenovo,Windows,Office,59.8,25.5,8,13.5,120,61,82,26,1,1,37.3,53,82.2,2.43
LAP00381,Lenovo,Windows,Office,50.6,10.1,16,12.9,60,84,85,78,0,1,45.7,2,100.0,4.22
LAP00382,Apple,Windows,Video,52.0,23.9,32,16.9,60,27,39,51,1,0,41.5,24,97.6,3.29
LAP00383,MSI,Windows,Gaming,39.5,21.5,64,17.3,90,84,22,36,1,0,42.3,34,84.8,1.53
LAP00384,Apple,macOS,Browsing,52.2,18.9,32,14.7,60,29,16,0,1,1,31.1,44,91.8,5.08
LAP00385,Apple,Linux,Coding,79.8,32.5,8,14.6,60,51,45,75,1,1,43.7,19,95.7,3.61
LAP00386,Apple,Windows,Coding,48.3,26.2,8,15.2,60,70,20,8,1,0,31.8,35,90.6,3.18
LAP00387,Apple,Windows,Browsing,37.8,12.3,16,13.8,60,76,98,82,1,1,48.6,42,85.1,2.56
LAP00388,Apple,Windows,Browsing,69.4,11.9,16,12.3,60,59,17,17,1,1,34.4,30,88.7,7.84
LAP00389,Acer,Windows,Office,62.9,35.1,4,15.3,60,85,22,38,1,0,39.9,20,95.9,4.23
LAP00390,Lenovo,Windows,Browsing,58.2,24.5,8,15.0,60,50,80,74,1,1,48.9,36,89.4,2.96
LAP00391,Apple,Windows,Browsing,35.2,8.0,32,13.1,144,82,55,74,1,1,44.4,33,92.6,2.23
LAP00392,Lenovo,Windows,Office,37.4,20.0,32,14.1,165,87,37,29,1,1,34.3,37,91.6,2.05
LAP00393,Lenovo,Windows,Office,31.9,23.1,8,13.0,60,75,74,19,1,1,41.9,56,82.6,1.62
LAP00394,Dell,macOS,Video,61.5,10.2,8,15.5,60,31,86,14,1,1,46.0,36,93.5,4.28
LAP00395,Acer,Windows,Coding,70.3,17.4,16,15.0,165,50,71,63,1,1,45.3,0,99.4,3.48
LAP00396,Apple,Windows,Gaming,62.0,36.0,32,15.2,144,42,58,24,1,1,41.0,56,85.9,1.69
LAP00397,HP,Windows,Office,84.2,54.9,16,15.7,165,52,10,48,1,1,35.5,54,90.3,3.87
LAP00398,ASUS,Windows,Video,48.4,28.6,32,16.5,60,27,40,66,1,0,39.1,30,92.1,2.44
LAP00399,MSI,Windows,Gaming,50.1,8.7,16,15.2,75,81,59,25,1,1,40.7,22,91.4,2.87
LAP00400,HP,Linux,Coding,56.6,22.4,32,15.9,165,99,54,44,1,1,39.4,42,87.6,2.14
LAP00401,Acer,Windows,Office,51.6,26.5,16,17.3,75,34,90,91,1,1,43.4,37,92.6,2.25
LAP00402,ASUS,Windows,Video,62.5,34.4,32,16.4,120,60,75,5,1,1,43.5,48,86.2,1.96
LAP00403,Acer,Windows,Browsing,45.4,34.7,32,15.3,120,71,98,31,1,1,46.2,10,100.0,2.07
LAP00404,Lenovo,Windows,Office,34.1,41.4,8,15.2,144,45,70,74,1,1,38.4,38,84.0,1.05
LAP00405,ASUS,Windows,Coding,30.0,25.0,8,13.8,240,97,100,76,1,1,40.7,47,86.5,1.0
LAP00406,Lenovo,Windows,Coding,62.2,25.2,32,14.1,60,31,19,16,1,0,33.0,19,93.1,4.65
LAP00407,HP,Linux,Browsing,47.1,8.0,8,14.9,60,46,26,45,1,1,38.6,36,86.3,4.74
LAP00408,HP,Linux,Gaming,37.5,12.8,8,14.5,60,87,53,52,0,1,38.7,6,97.9,2.33
LAP00409,ASUS,Windows,Coding,45.7,8.7,16,17.3,144,49,42,99,1,0,40.3,34,90.1,2.12
LAP00410,ASUS,Windows,Office,84.3,14.9,16,15.5,60,23,12,93,0,0,38.4,1,100.0,7.9
LAP00411,Apple,Windows,Gaming,38.3,11.2,8,15.4,60,73,12,3,1,0,31.2,58,89.0,2.44
LAP00412,Acer,macOS,Office,65.9,12.0,16,16.6,144,53,88,77,1,1,46.0,32,92.9,2.96
LAP00413,Apple,Windows,Gaming,61.3,38.1,16,15.3,75,87,41,27,1,1,33.6,39,88.7,1.97
LAP00414,Acer,Windows,Coding,75.1,8.0,8,14.6,144,75,76,70,1,1,45.2,23,93.3,4.34
LAP00415,Apple,Windows,Browsing,53.2,22.6,32,15.4,90,37,82,15,1,0,41.1,38,88.7,3.08
LAP00416,Lenovo,Windows,Video,31.6,35.4,16,15.6,60,66,88,77,1,1,42.2,9,100.0,1.11
LAP00417,ASUS,Windows,Coding,69.9,21.4,64,17.0,60,91,29,100,1,1,42.9,45,89.1,4.08
LAP00418,HP,Windows,Video,51.3,40.9,4,13.1,60,79,86,38,1,1,42.2,8,95.4,1.77
LAP00419,Acer,Windows,Gaming,74.1,17.8,8,14.0,60,78,58,90,0,1,41.8,57,83.6,3.08
LAP00420,Acer,macOS,Video,67.2,46.0,32,14.9,90,21,25,29,1,1,35.8,42,91.7,3.13
LAP00421,HP,Windows,Coding,69.9,8.0,8,16.3,60,92,63,78,1,1,42.9,32,88.2,4.58
LAP00422,Apple,Windows,Gaming,90.5,40.9,8,16.1,60,35,35,56,1,0,37.6,50,82.0,2.83
LAP00423,Acer,Windows,Coding,59.2,14.3,64,15.2,90,77,10,55,1,1,33.1,20,96.8,4.16
LAP00424,MSI,Windows,Office,76.6,42.3,32,16.4,144,31,46,38,1,0,39.4,13,96.5,3.0
LAP00425,Lenovo,Windows,Gaming,48.9,19.4,16,14.1,240,24,56,41,1,1,43.6,49,86.8,1.38
LAP00426,ASUS,Linux,Browsing,63.1,38.3,16,17.3,75,58,51,17,1,1,37.3,22,96.7,3.45
LAP00427,HP,Windows,Video,47.5,40.3,4,13.8,60,34,88,74,1,0,44.5,11,97.0,1.62
LAP00428,ASUS,Linux,Gaming,62.2,18.1,64,12.6,144,91,32,21,1,1,38.1,21,93.2,3.05
LAP00429,MSI,Windows,Video,60.6,37.3,16,15.8,120,38,40,3,1,1,35.3,27,91.9,2.22
LAP00430,Acer,Windows,Coding,30.0,24.7,4,13.0,165,68,44,2,1,1,31.3,26,87.7,1.42
LAP00431,Acer,Linux,Video,45.8,8.0,8,14.3,90,58,94,60,1,1,46.7,9,99.9,2.7
LAP00432,MSI,Windows,Office,58.5,31.1,16,14.8,60,97,17,23,1,0,31.8,17,98.1,4.54
LAP00433,HP,Windows,Gaming,30.0,12.8,8,15.6,165,34,53,77,1,1,44.8,23,90.8,1.11
LAP00434,Lenovo,Windows,Browsing,53.6,17.2,32,16.4,90,74,8,51,0,0,29.2,2,97.0,4.67
LAP00435,Dell,Windows,Browsing,70.1,14.3,64,13.1,60,86,68,66,0,1,43.1,3,100.0,6.56
LAP00436,HP,Windows,Office,74.5,29.5,32,13.4,75,75,84,30,1,1,45.8,29,94.1,3.37
LAP00437,Dell,Windows,Coding,43.3,13.2,16,17.3,60,64,27,52,1,1,36.3,20,98.9,3.26
LAP00438,MSI,Windows,Coding,75.5,10.3,16,14.7,144,94,62,60,1,1,41.8,21,91.6,3.74
LAP00439,Apple,Windows,Video,73.1,12.5,8,12.7,90,76,91,57,1,1,43.3,27,90.1,3.55
LAP00440,Dell,Linux,Office,30.0,16.5,16,13.6,60,86,19,34,1,1,34.5,8,97.9,2.75
LAP00441,Lenovo,Linux,Office,56.7,31.0,8,14.3,144,25,93,30,1,1,39.3,43,85.2,2.01
LAP00442,Apple,Linux,Browsing,58.4,35.9,16,15.0,90,89,97,56,0,0,42.4,40,87.1,2.37
LAP00443,Dell,Windows,Office,77.8,35.7,8,16.7,60,50,83,75,1,1,42.1,40,87.9,3.04
LAP00444,MSI,macOS,Coding,59.3,24.6,8,17.3,60,41,50,9,1,1,41.0,15,97.1,3.89
LAP00445,Apple,Windows,Browsing,75.9,24.3,8,13.8,144,57,43,83,1,1,37.3,55,88.2,4.06
LAP00446,MSI,Linux,Office,43.3,22.8,16,14.2,60,77,51,17,0,1,35.1,36,90.6,2.7
LAP00447,Dell,Windows,Browsing,31.0,30.3,8,15.2,144,89,41,55,1,0,34.7,4,98.9,1.88
LAP00448,MSI,Windows,Browsing,45.3,38.4,8,14.0,60,48,45,35,1,1,42.7,13,95.0,2.68
LAP00449,Lenovo,Linux,Office,78.7,23.2,16,16.7,60,75,96,50,1,1,44.0,51,85.2,3.78
LAP00450,Dell,Windows,Browsing,68.9,31.4,4,17.3,144,30,49,60,1,0,36.4,13,96.5,3.69
LAP00451,Dell,Windows,Video,89.8,10.1,32,15.0,120,67,34,18,1,0,33.3,46,86.4,5.23
LAP00452,Dell,Linux,Video,33.4,35.2,16,15.5,60,79,75,80,1,1,42.6,15,98.3,1.24
LAP00453,HP,Linux,Coding,70.6,27.6,8,14.2,165,70,72,10,1,0,42.2,38,90.7,3.08
LAP00454,HP,macOS,Gaming,66.3,12.6,8,15.5,60,58,11,4,1,0,31.0,42,86.2,5.05
LAP00455,HP,Windows,Office,50.7,37.8,64,13.5,144,25,51,100,1,1,40.6,3,100.0,2.27
LAP00456,Lenovo,Windows,Coding,66.6,10.1,16,13.7,120,49,51,44,0,1,43.9,36,90.6,4.57
LAP00457,Apple,Windows,Gaming,57.1,8.0,8,12.5,60,20,86,99,1,1,49.9,13,95.0,3.42
LAP00458,MSI,Windows,Browsing,61.9,35.2,8,16.1,90,28,83,44,1,0,40.8,40,90.7,2.64
LAP00459,Acer,Windows,Gaming,65.2,29.6,8,16.9,165,64,64,47,1,0,42.6,22,95.0,1.92
LAP00460,Dell,Windows,Browsing,69.7,10.5,4,16.4,120,27,9,13,1,1,28.0,8,100.0,6.87
LAP00461,MSI,Windows,Office,56.3,29.3,32,15.1,75,53,52,27,1,1,33.1,23,90.8,3.12
LAP00462,Dell,Windows,Browsing,81.7,39.0,8,14.6,60,99,91,8,1,1,38.1,10,94.1,3.4
LAP00463,Lenovo,Linux,Video,51.8,28.1,32,14.9,144,27,78,58,1,0,46.3,27,90.1,1.6
LAP00464,Dell,macOS,Coding,83.3,54.3,16,13.6,165,31,93,37,1,1,48.6,18,94.5,1.8
LAP00465,HP,Linux,Video,38.1,14.8,8,16.3,144,62,26,92,1,0,37.2,18,97.9,1.81
LAP00466,Acer,Linux,Office,40.2,8.0,16,16.5,120,75,99,24,1,1,43.9,11,98.1,2.66
LAP00467,ASUS,Windows,Office,41.1,8.1,8,13.5,60,50,27,71,1,1,44.0,46,89.3,3.59
LAP00468,Dell,macOS,Browsing,69.4,8.0,16,13.7,144,61,96,47,1,0,47.5,33,92.8,5.66
LAP00469,MSI,Windows,Office,42.9,50.7,32,13.1,60,52,49,18,1,1,35.6,11,97.9,2.12
LAP00470,HP,Linux,Gaming,77.4,24.9,32,14.6,144,38,83,1,1,1,42.8,2,100.0,2.53
LAP00471,ASUS,macOS,Office,47.1,48.3,8,15.0,60,74,56,5,1,1,39.8,29,89.2,1.95
LAP00472,Acer,macOS,Video,61.0,20.7,4,15.1,75,23,75,29,1,1,38.8,57,83.9,2.63
LAP00473,ASUS,Windows,Video,64.6,14.1,16,13.1,120,31,50,60,1,1,33.6,46,83.8,3.13
